id,carrier,player,approver,amountOfCarries,carryDifficulty,carryType,attachmentLink,time
507,990991977833197578,386482662908493824,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072575916666015775/transcript-closed-f7-23-the_goon_gang.html,2023-02-07 18:53:27
508,576604482708832257,271670116482154507,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072608372395884705/transcript-closed-f6-arthurtjuuhh.html,2023-02-07 21:02:33
509,531485809212129290,655030841688457217,884589309037011015,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072532334554918932/transcript-claimed-f6-3925.html,2023-02-07 16:00:14
510,576604482708832257,692881989342199829,884589309037011015,6,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1072616065265316002/transcript-closed-f6-17-sodacandan.html,2023-02-07 21:29:19
511,429643127259922432,388699776452919307,,4,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1072623799427670107/transcript-closed-t3-eman-blue_command.html,2023-02-07 19:57:53
512,634476639203360779,423915403366891520,,1,MASTER_MODE,Floor 7,https://cdn.discordapp.com/attachments/796770232340578365/1072632637019148348/transcript-claimed-mm-1561.html,2023-02-07 22:38:53
513,429759315285377026,743329222294241291,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1072647741676720178/transcript-closed-f4-11-hectoriman.html,2023-02-07 23:38:02
514,531485809212129290,369225695580127234,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1072660761597456465/transcript-claimed-f5-4597.html,2023-02-08 00:30:09
515,531485809212129290,756663837968564324,,3,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1072664903732711624/transcript-claimed-f5-4596.html,2023-02-08 00:43:29
516,531485809212129290,629986053956042752,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072666023167262860/transcript-closed-f6-24-kirbygg.html,2023-02-08 00:51:19
517,531485809212129290,386347697856315394,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072667988697808967/transcript-claimed-f6-3931.html,2023-02-08 00:59:26
518,834371688963506217,297586035246891010,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072670259796005024/transcript-t4-eman-14-rixedy.html,2023-02-08 01:08:07
519,834371688963506217,502823855782494210,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1072672152601497741/transcript-t4-eman-22-notzangetsu.html,2023-02-08 00:56:11
520,1005328523684221038,446942546292244480,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1072830111751098409/transcript-closed-f4-11-beanyboi9.html,2023-02-08 10:15:35
521,1005328523684221038,446942546292244480,574048571364605992,5,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1072836384542445679/transcript-closed-f4-11-beanyboi9.html,2023-02-08 12:07:27
522,834371688963506217,824725731434692609,834371688963506217,5,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1072895280690761858/transcript-closed-t3-eman-15-loskutak1.html,2023-02-08 16:02:14
523,531485809212129290,655030841688457217,,4,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072897761760006305/transcript-claimed-f6-3936.html,2023-02-08 16:11:10
524,990991977833197578,817084456791572551,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072967096306257921/transcript-closed-f7-24-juulpi.html,2023-02-08 20:47:10
525,429643127259922432,436510246890897410,884589309037011015,11,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072995004131332146/transcript-closed-t3-eman-10-2ezforu.html,2023-02-08 22:23:28
526,594328037416239137,692881989342199829,884589309037011015,6,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1073003359210053692/transcript-claimed-f6-3940.html,2023-02-08 23:12:04
527,422412096463175680,591555364504338432,,2,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073153677830926417/transcript-closed-f5-17-gino9481.html,2023-02-08 17:59:57
528,422412096463175680,591555364504338432,,4,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1073153677830926417/transcript-closed-f5-17-gino9481.html,2023-02-08 20:37:40
529,547887945441476608,1019530672681005088,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073236600802263061/transcript-closed-f4-11-iamencul.html,2023-02-09 14:28:20
530,256122701884817419,888687962039128084,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073260644377296956/transcript-closed-f7-26-iced_orca.html,2023-02-09 16:12:12
531,256122701884817419,710574186707419276,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073265293087998043/transcript-closed-f7-26-swaglik3ohio.html,2023-02-09 16:32:47
532,990991977833197578,731035881720250378,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073273099987992576/transcript-closed-f7-24-chrislai_027.html,2023-02-09 17:01:24
533,990991977833197578,731035881720250378,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073273099987992576/transcript-closed-f7-24-chrislai_027.html,2023-02-08 20:32:26
534,531485809212129290,358249744407068682,884589309037011015,10,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1073372122451296356/transcript-closed-f5-9-altf1.html,2023-02-09 23:34:34
535,447793347503849483,204323291563819008,,3,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073376896475222166/transcript-claimed-f4-4744.html,2023-02-09 23:56:10
536,1005328523684221038,373340044150308864,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1073395718238261300/transcript-closed-f4-20-venom_aj.html,2023-02-10 00:57:47
537,531485809212129290,756663837968564324,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073401793821818951/transcript-claimed-f6-3949.html,2023-02-10 01:32:30
538,422412096463175680,530466793060302849,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073403240957345892/transcript-closed-f5-8-xsoultama.html,2023-02-10 01:39:19
539,422412096463175680,533873574407045120,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073407585409040444/transcript-closed-f5-11-xeattuu.html,2023-02-10 01:39:38
540,1005328523684221038,204323291563819008,,2,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073408904077266944/transcript-closed-f4-9-ninimine1.html,2023-02-10 01:30:00
541,422412096463175680,756663837968564324,884589309037011015,5,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1073398452555358288/transcript-closed-f5-17-vesinity.html,2023-02-10 01:21:56
542,422412096463175680,533873574407045120,884589309037011015,5,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1073407585409040444/transcript-closed-f5-11-xeattuu.html,2023-02-10 01:58:19
543,634476639203360779,472258704226516993,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1073451319681093642/transcript-claimed-mm-1575.html,2023-02-10 04:52:02
544,634476639203360779,445700328260632576,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1073451389327519815/transcript-claimed-mm-1574.html,2023-02-10 04:52:19
545,539421186459959296,373340044150308864,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073553383715262525/transcript-closed-f5-20-venom_aj.html,2023-02-10 11:37:15
546,485623087744811008,500036257699856384,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1073569715798155315/transcript-closed-f4-13-mrgrumble08.html,2023-02-10 03:03:19
547,834371688963506217,937168903832993823,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073654773745729556/transcript-t4-eman-20-todoroki12869.html,2023-02-10 18:20:22
548,834371688963506217,682493709031571474,,3,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1073678202691653742/transcript-closed-t3-eman-20-eckinem.html,2023-02-10 19:53:03
549,834371688963506217,781062248440922132,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073726711511916685/transcript-claimed-t4-eman-1823.html,2023-02-10 23:06:04
550,990991977833197578,787440208383574027,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073738857524232232/transcript-closed-f7-24-itsbryman.html,2023-02-10 23:41:08
551,594328037416239137,539911843792027659,356134481452597250,10,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1073736338236522516/transcript-closed-f6-0-samuraimmc.html,2023-02-10 23:43:35
552,726716297114550273,750391988481949726,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073756097220984954/transcript-t4-eman-22-lawwi.html,2023-02-11 00:54:37
553,358935258537787392,461907952006332416,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073756206872658050/transcript-t4-eman-27-da_daxx.html,2023-02-11 00:58:47
554,513475066139508737,883269428664479754,,3,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1073807066776481813/transcript-closed-f6-0-sorad12.html,2023-02-11 04:25:35
555,594328037416239137,707591600380968961,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073842325480026142/transcript-closed-f7-24-zerotwowaifu.html,2023-02-11 06:45:43
556,594328037416239137,714945905115005011,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073862962638491668/transcript-closed-f7-16-glxyking.html,2023-02-11 07:35:36
557,594328037416239137,210866099032424448,884589309037011015,17,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1073795041203585055/transcript-closed-f6-21-itsblueszn.html,2023-02-11 01:02:06
558,726716297114550273,279711981122879488,884589309037011015,11,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1073829233052368936/transcript-closed-t3-eman-a-25-mkwade.html,2023-02-11 05:53:46
559,726716297114550273,723069969071472640,884589309037011015,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073851588331970590/transcript-t4-eman-12-_dylinquent.html,2023-02-11 07:22:44
560,726716297114550273,500036257699856384,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073846863092002826/transcript-t4-eman-13-mrgrumble08.html,2023-02-11 07:03:42
561,594328037416239137,761053749086257183,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073896464008351774/transcript-closed-f7-21-js14.html,2023-02-11 08:16:32
562,726716297114550273,388699776452919307,834371688963506217,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073887378525130772/transcript-t4-eman-blue_command.html,2023-02-11 09:44:33
563,834371688963506217,984946162660429834,834371688963506217,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073930985483272212/transcript-t4-eman-11-wobsisbetter.html,2023-02-11 12:37:43
564,834371688963506217,730859976909914252,356134481452597250,16,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073950423041458176/transcript-t4-eman-29-wogfed.html,2023-02-11 13:55:15
565,634476639203360779,483014955646582801,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1073961119040946246/transcript-claimed-mm-1580.html,2023-02-11 14:37:47
566,634476639203360779,682590270608637960,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1073961229476966420/transcript-claimed-mm-1582.html,2023-02-11 14:38:13
567,834371688963506217,568448514149974016,356134481452597250,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073960799770525776/transcript-t4-eman-31-uwuwi.html,2023-02-11 14:36:01
568,408320569348456448,797894861143277588,356134481452597250,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1073964835324317716/transcript-t4-eman-19-theglitchygamer5.html,2023-02-11 14:51:10
569,356134481452597250,742458880511967292,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1073967068896034898/transcript-closed-t3-eman-16-siqius3.html,2023-02-11 00:18:55
570,323727902245912578,126082799240347650,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1073971857893625886/transcript-closed-f6-32-suchluukie.html,2023-02-11 15:17:12
571,320298518130458624,832689492342210621,,4,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1073998213314523186/transcript-closed-f6-21-dekcs.html,2023-02-11 17:05:08
572,501055704812093470,1035184854997946469,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1074000865813340262/transcript-closed-t3-eman-6-fishingmaster921.html,2023-02-11 16:44:46
573,323727902245912578,364454490428014594,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1074024659298811964/transcript-closed-f7-24-_xawz.html,2023-02-11 18:49:43
574,834371688963506217,730859976909914252,834371688963506217,12,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1074046470371684453/transcript-t4-eman-29-wogfed.html,2023-02-11 20:01:21
575,1045384866201608283,323189790360993793,,3,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1074058945578156062/transcript-claimed-f5-4629.html,2023-02-11 21:05:34
576,791187748652187658,483014955646582801,,1,MASTER_MODE,Floor 5,https://cdn.discordapp.com/attachments/796770232340578365/1074065269770694766/transcript-closed-mm-32-evilclipse.html,2023-02-11 17:50:28
577,320298518130458624,323189790360993793,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1074066725697491015/transcript-closed-f5-24-chriiisss1.html,2023-02-11 21:37:23
578,726716297114550273,860316143549284392,356134481452597250,17,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1074063825889935380/transcript-t4-eman-28-sinore.html,2023-02-11 09:17:13
579,513475066139508737,710644701639737435,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1074076020082217030/transcript-closed-f5-16-nuknukbird.html,2023-02-11 22:14:15
580,990991977833197578,569292015670525964,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1074078947911946403/transcript-closed-t3-eman-27-____tempo.html,2023-02-11 22:25:58
581,320298518130458624,693992711950303243,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1074096812115365948/transcript-closed-f6-12-systuhm.html,2023-02-11 23:36:58
582,513475066139508737,727594762106044528,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1074098445247332513/transcript-closed-f5-18-lukeyspookey07.html,2023-02-11 23:43:33
583,447793347503849483,746099914391420969,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1074109148070948956/transcript-claimed-f5-4634.html,2023-02-12 00:25:55
584,447793347503849483,546205222205128714,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1074154958208913529/transcript-closed-f5-15-looserlad.html,2023-02-12 03:27:52
585,539421186459959296,695036927270846528,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1074177556456153189/transcript-closed-f6-19-cr1spe.html,2023-02-12 04:57:39
586,320677214654038017,628709323068932125,,1,MASTER_MODE,Floor 2,https://cdn.discordapp.com/attachments/796770232340578365/1074189658470240357/transcript-closed-mm-27-spegeti.html,2023-02-12 05:45:41
