id,carrier,player,approver,amountOfCarries,carryDifficulty,carryType,attachmentLink,time
682,451167640577245184,710644701639737435,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076213757027553460/transcript-closed-t3-eman-16-nuknukbird.html,2023-02-17 19:01:16
683,429759315285377026,251487627000283139,356134481452597250,5,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076222582208077855/transcript-closed-f5-12-dripnswagqt.html,2023-02-17 20:23:59
684,429759315285377026,251487627000283139,,3,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076229212488355992/transcript-closed-f5-12-dripnswagqt.html,2023-02-17 20:50:18
685,358935258537787392,644209231334998027,834371688963506217,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076270776925306900/transcript-t4-eman-11-tomez2.html,2023-02-17 23:34:48
686,596167663156461578,356085630792630273,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1076274846981439648/transcript-closed-mm-34-reaper219.html,2023-02-17 23:51:37
687,358935258537787392,720667197499899964,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076278996276355143/transcript-claimed-t4-eman-1905.html,2023-02-18 00:07:31
688,990991977833197578,646469411099770890,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076312656413216838/transcript-t4-eman-osugamer12.html,2023-02-17 18:50:32
689,451167640577245184,646469411099770890,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076317746003988560/transcript-t4-eman-osugamer12.html,2023-02-18 02:42:02
690,451472015120138260,527834919691616263,,3,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1076462665301499925/transcript-closed-mm-41-600ps.html,2023-02-18 12:17:57
691,451472015120138260,527834919691616263,,3,MASTER_MODE,Floor 7,https://cdn.discordapp.com/attachments/796770232340578365/1076481814836817960/transcript-closed-mm-41-600ps.html,2023-02-18 13:34:14
692,320298518130458624,644209231334998027,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1076506363531894794/transcript-closed-f6-11-tomez2.html,2023-02-18 15:11:35
693,834371688963506217,251487627000283139,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076530870753697892/transcript-t4-eman-12-dripnswagqt.html,2023-02-18 16:49:04
694,576604482708832257,285576196400349195,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1076551165354987690/transcript-closed-f4-6-bnb9000.html,2023-02-18 18:07:30
695,444645441980858368,278314730236411906,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1076567892176425032/transcript-closed-f5-8-avrageplayer.html,2023-02-18 19:15:13
696,990991977833197578,710644701639737435,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076575766789230674/transcript-t4-eman-16-nuknukbird.html,2023-02-18 19:47:19
697,990165657133920266,610115771754086400,,4,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076577443193827328/transcript-t3-eman-18-domwiththebigd.html,2023-02-18 19:53:38
698,990991977833197578,251487627000283139,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076584904516714557/transcript-t4-eman-12-dripnswagqt.html,2023-02-18 20:15:31
699,990991977833197578,383321706045112323,356134481452597250,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076583808645726358/transcript-t4-eman-mattisnotdead.html,2023-02-18 20:19:19
700,990991977833197578,383321706045112323,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076586441418752000/transcript-closed-t3-eman-mattisnotdead.html,2023-02-18 20:29:45
701,314138115251896320,209053567439339522,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1076660204449570856/transcript-closed-f4-20-nightish.html,2023-02-17 02:38:26
702,1030948883104272444,710644701639737435,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076662068238876742/transcript-claimed-f5-4669.html,2023-02-17 05:16:02
703,320298518130458624,251487627000283139,884589309037011015,5,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076662048404021338/transcript-closed-f5-12-dripnswagqt.html,2023-02-17 03:55:11
704,312780855133339658,218191942377406464,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076737395589926972/transcript-closed-t3-eman-7-prime5958.html,2023-02-19 06:29:42
705,576604482708832257,699811422808309802,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076743027126697994/transcript-closed-f6-11-pix_el.html,2023-02-19 03:34:48
706,576604482708832257,705064194202009670,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1076743191765725224/transcript-closed-f6-22-fatedframe.html,2023-02-19 06:52:45
707,576604482708832257,695397268597243926,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076743515486298142/transcript-closed-f5-5-leimuru.html,2023-02-19 06:51:52
708,576604482708832257,695397268597243926,884589309037011015,17,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076743515486298142/transcript-closed-f5-5-leimuru.html,2023-02-19 06:51:41
709,576604482708832257,548345260154290188,884589309037011015,14,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076733340939460608/transcript-closed-f5-0-feministjones.html,2023-02-19 06:13:35
710,726716297114550273,887733378563067954,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076730419724165181/transcript-t4-eman-20-botdempsey.html,2023-02-19 06:00:29
711,910101008833720370,859768667139342356,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076776520590311516/transcript-closed-f5-13-andersenpower.html,2023-02-19 03:35:14
712,320298518130458624,330057113067978752,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076776534339231775/transcript-closed-f4-7-bigblojaaja.html,2023-02-19 04:52:26
713,320298518130458624,330057113067978752,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076776534339231775/transcript-closed-f4-7-bigblojaaja.html,2023-02-17 21:22:02
714,422412096463175680,730483291991441589,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076836555030794350/transcript-closed-f5-15-kasoomi_.html,2023-02-19 13:03:46
715,211635709847666688,660069967055552517,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076865132845596682/transcript-closed-t3-eman-moritzsama.html,2023-02-19 14:52:42
716,408320569348456448,744174256312549406,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076865771361284186/transcript-t4-eman-14-sunkbarley.html,2023-02-19 13:48:11
717,382988984449630219,949194971519529031,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076869189983293450/transcript-closed-f7-25-bananengam2.html,2023-02-19 15:13:10
718,523816595991298065,330057113067978752,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1076874703475589190/transcript-closed-f4-7-bigblojaaja.html,2023-02-19 15:35:08
719,834371688963506217,991923958276440064,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076879614565158912/transcript-t4-eman-19-528ms.html,2023-02-19 15:54:53
720,211635709847666688,638341709801062430,834371688963506217,12,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076821359658799205/transcript-closed-t3-eman-9-jayloxx.html,2023-02-19 11:56:25
721,523816595991298065,330057113067978752,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1076884383551729784/transcript-closed-f4-7-bigblojaaja.html,2023-02-19 16:12:52
722,382988984449630219,675824570686636062,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076894747790164108/transcript-closed-f7-20-dohlv.html,2023-02-19 16:55:02
723,834371688963506217,251487627000283139,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076914735020249138/transcript-t4-eman-12-dripnswagqt.html,2023-02-19 18:14:20
724,772654415805939753,330057113067978752,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076918326887985152/transcript-claimed-f5-4700.html,2023-02-19 18:28:41
725,312780855133339658,589225598149459968,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076921627658440814/transcript-closed-t3-eman-14-goat_rodeo.html,2023-02-19 18:41:27
726,382988984449630219,549983877230231562,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076923684872257576/transcript-closed-f7-0-artemdl2.html,2023-02-19 18:50:04
727,422412096463175680,251487627000283139,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1076924831079075870/transcript-closed-f6-12-dripnswagqt.html,2023-02-19 18:54:36
728,312780855133339658,344088844364152842,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1076925799480959027/transcript-closed-t3-eman-6-waterchip.html,2023-02-19 18:58:25
729,634476639203360779,552145890677096457,,1,MASTER_MODE,Floor 5,https://cdn.discordapp.com/attachments/796770232340578365/1076926127085469868/transcript-claimed-mm-1635.html,2023-02-19 18:59:46
730,320298518130458624,358249744407068682,834371688963506217,47,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1076924792332111953/transcript-closed-f6-9-altf1.html,2023-02-19 18:54:20
731,834371688963506217,344088844364152842,834371688963506217,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076938035758903406/transcript-t4-eman-6-waterchip.html,2023-02-19 19:46:39
732,632306871423860736,251487627000283139,,3,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076938891182997675/transcript-closed-f6-12-dripnswagqt.html,2023-02-19 19:50:20
733,422412096463175680,705064194202009670,356134481452597250,6,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1076945625653968979/transcript-closed-f6-22-fatedframe.html,2023-02-19 20:17:05
734,772654415805939753,548345260154290188,356134481452597250,7,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1076941182648717394/transcript-claimed-f5-4701.html,2023-02-19 19:59:33
735,772654415805939753,1024395505519824967,356134481452597250,5,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076972478477373571/transcript-f4-2-ehealer.html,2023-02-19 22:03:48
736,576604482708832257,1024395505519824967,,4,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1076982878077988905/transcript-closed-f4-2-ehealer.html,2023-02-19 22:45:11
737,990991977833197578,834802476296962088,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1076985404558946376/transcript-t4-eman-21-darth_craftonoos.html,2023-02-19 22:54:42
738,382988984449630219,594663114746626058,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077010623755452476/transcript-closed-f7-18-christmasisbest.html,2023-02-20 00:35:27
739,990991977833197578,1045063438189211750,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077018668115972197/transcript-t4-eman-20-dr_avatihi525.html,2023-02-20 01:07:13
740,990991977833197578,277918669168967680,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1077034816706453625/transcript-closed-t3-eman-1-gaplo.html,2023-02-20 02:09:45
741,990991977833197578,277918669168967680,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077034816706453625/transcript-closed-t3-eman-1-gaplo.html,2023-02-20 02:10:04
742,382988984449630219,452988018337251329,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077067483086864424/transcript-closed-f7-27-almondmoos.html,2023-02-20 04:21:22
743,382988984449630219,521892305159061507,,1,F7,S,https://cdn.discordapp.com/attachments/796770232340578365/1077093903397814292/transcript-closed-f7-24-enforcedemu.html,2023-02-20 06:06:22
744,829834616068243486,1035517749851603006,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077101864740454440/transcript-t4-eman-30-d6pe.html,2023-02-20 06:38:00
745,523816595991298065,249625975740956682,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077156413618528286/transcript-closed-f4-9-mopheadkevinpc.html,2023-02-20 10:09:32
746,523816595991298065,287180449757790208,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1077159602740805632/transcript-closed-f4-11-virstanpylvas.html,2023-02-20 10:26:31
747,523816595991298065,287180449757790208,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1077168774958039120/transcript-closed-f4-11-virstanpylvas.html,2023-02-20 11:03:32
748,523816595991298065,287180449757790208,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1077175972119445534/transcript-closed-f4-11-virstanpylvas.html,2023-02-20 11:32:06
749,523816595991298065,287180449757790208,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1077187317690794086/transcript-closed-f4-11-virstanpylvas.html,2023-02-20 12:17:28
750,523816595991298065,287180449757790208,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077189321146249216/transcript-closed-f5-11-virstanpylvas.html,2023-02-20 12:25:31
751,666022783620349993,1071072832555061248,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077189734721388564/transcript-closed-f4-1-williamsj13.html,2023-02-15 20:42:00
752,666022783620349993,1071072832555061248,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077189734721388564/transcript-closed-f4-1-williamsj13.html,2023-02-13 22:56:54
753,523816595991298065,640916736245235758,,3,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077197433148285078/transcript-closed-f4-9-oshinoa.html,2023-02-20 12:57:44
754,834371688963506217,277918669168967680,,4,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077204829165862992/transcript-t4-eman-1-gaplo.html,2023-02-20 13:26:56
755,382988984449630219,289038394808598529,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077234658988785775/transcript-closed-f7-24-mrkorosenaii.html,2023-02-20 15:25:45
756,382988984449630219,508294702160805892,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077242604330168460/transcript-closed-f7-24-e1rror.html,2023-02-20 15:57:11
757,382988984449630219,126082799240347650,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077281250022264963/transcript-closed-f7-32-suchluukie.html,2023-02-20 18:30:49
758,990991977833197578,279711981122879488,834371688963506217,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077284415878725732/transcript-t4-eman-a-25-mkwade.html,2023-02-20 18:43:15
759,475039477316714517,710644701639737435,,1,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1077290799961735271/transcript-closed-f6-16-nuknukbird.html,2023-02-20 19:08:02
760,475039477316714517,501787764602306570,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077298332260634684/transcript-closed-f6-20-call_me_chloe.html,2023-02-20 19:38:36
761,990165657133920266,707881382155649135,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1077340075928592396/transcript-closed-t3-eman-21-danterequiem.html,2023-02-20 22:24:31
762,576604482708832257,548345260154290188,884589309037011015,8,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1077354706306875492/transcript-closed-f6-0-feministjones.html,2023-02-20 20:39:46
763,382988984449630219,291014568355037184,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077370193111678986/transcript-closed-f7-24-rhythisma.html,2023-02-21 00:24:11
764,990991977833197578,547508900220370979,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077381323368444024/transcript-closed-t3-eman-19-px11.html,2023-02-21 01:05:03
765,990991977833197578,532616420715003924,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077385546084663436/transcript-t4-eman-15-xddan.html,2023-02-21 01:24:39
766,475039477316714517,194990884641701888,,2,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077427648193634394/transcript-closed-f4-7-pigeonathan.html,2023-02-21 04:12:23
767,382988984449630219,467804891167850516,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077429193282945034/transcript-closed-f7-12-restinpis2788.html,2023-02-21 04:17:51
768,475039477316714517,745882416614473749,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077435625051017298/transcript-closed-f6-19-tragicl.html,2023-02-21 04:44:14
769,382988984449630219,364198044675342347,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077438185212227604/transcript-closed-f7-24-crimsonairo.html,2023-02-21 04:54:25
770,312780855133339658,521892305159061507,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1077449780512440373/transcript-closed-t3-eman-24-enforcedemu.html,2023-02-21 05:39:35
771,772654415805939753,980185909976772718,,3,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1077467963524927558/transcript-f5-21-bluaoo.html,2023-02-21 06:52:41
772,407313156722130944,689636711667728566,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1077478007251423262/transcript-closed-mm-40-handlenextrun.html,2023-02-21 07:32:33
773,576604482708832257,771132658784534559,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1077484024135700510/transcript-closed-f6-18-pokeegard.html,2023-02-21 04:54:54
774,990991977833197578,720667197499899964,884589309037011015,20,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077411762015572019/transcript-t4-eman-24-jsaad20.html,2023-02-21 03:09:07
775,990991977833197578,547508900220370979,884589309037011015,12,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1077381323368444024/transcript-closed-t3-eman-19-px11.html,2023-02-21 00:55:02
776,320298518130458624,251487627000283139,,1,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1077531194083774464/transcript-closed-f6-12-dripnswagqt.html,2023-02-20 23:57:24
777,320298518130458624,783778522648936459,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077531265009467442/transcript-closed-f6-22-salzigespopcorn_.html,2023-02-20 23:35:07
778,523816595991298065,277918669168967680,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1077571804211724398/transcript-closed-f5-1-gaplo.html,2023-02-21 13:45:07
779,523816595991298065,277918669168967680,,4,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1077571897585315901/transcript-closed-f4-1-gaplo.html,2023-02-21 13:31:54
780,523816595991298065,330057113067978752,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1077585233609756835/transcript-closed-f5-7-bigblojaaja.html,2023-02-21 14:38:44
781,320298518130458624,289676318197415936,356134481452597250,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1077567617608462378/transcript-closed-f6-20-goo.html,2023-02-21 04:17:11
782,523816595991298065,906122537707114576,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077601841547849768/transcript-closed-f4-6-like2741.html,2023-02-21 15:44:29
783,829834616068243486,1035517749851603006,356134481452597250,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077641825667530862/transcript-t4-eman-30-d6pe.html,2023-02-21 07:24:06
784,990991977833197578,424171739342307328,884589309037011015,20,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1077697244125466684/transcript-closed-t3-eman-24-sigmayasuoo.html,2023-02-21 22:03:46
785,990991977833197578,277918669168967680,884589309037011015,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077699925623713922/transcript-t4-eman-1-gaplo.html,2023-02-21 22:09:54
786,382988984449630219,742908328253849641,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077752665364246718/transcript-closed-f7-24-cptcreeper37.html,2023-02-22 01:44:05
787,382988984449630219,390240253421813761,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077752699346501772/transcript-closed-f7-35-_shrxmp.html,2023-02-22 01:28:44
788,382988984449630219,161129735919763457,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077769999474753606/transcript-closed-f7-23-catdier.html,2023-02-22 02:52:58
789,382988984449630219,650716219959410693,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077788870034325524/transcript-closed-f7-23-theemeraldarrow.html,2023-02-22 04:07:54
790,382988984449630219,924897149899128862,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077812291627667526/transcript-closed-f7-24-tmanz_.html,2023-02-22 05:40:59
791,523816595991298065,249625975740956682,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077860150175600691/transcript-closed-f5-9-mopheadkevinpc.html,2023-02-22 08:51:11
792,990991977833197578,720667197499899964,884589309037011015,54,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1077765056172924948/transcript-t4-eman-24-jsaad20.html,2023-02-22 02:33:11
793,576604482708832257,289676318197415936,884589309037011015,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1077806583481896990/transcript-closed-f6-20-goo.html,2023-02-22 05:18:20
794,523816595991298065,249625975740956682,884589309037011015,5,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1077858050288922654/transcript-closed-f4-9-mopheadkevinpc.html,2023-02-22 08:40:11
795,382988984449630219,350610033123393536,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078014232479682580/transcript-closed-f7-25-borischief.html,2023-02-22 19:03:27
796,382988984449630219,680540255233114112,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078052370577113098/transcript-closed-f7-25-floppaa_.html,2023-02-22 21:34:55
797,382988984449630219,383307336057356290,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078056179290341558/transcript-closed-f7-24-algi_exe.html,2023-02-22 21:50:07
798,990991977833197578,695036927270846528,884589309037011015,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1078045642976411699/transcript-t4-eman-19-cr1spe.html,2023-02-22 21:07:32
799,382988984449630219,641714968361697310,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078063290040729610/transcript-closed-f7-24-gaffix.html,2023-02-22 22:18:19
800,320298518130458624,251487627000283139,,2,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078087865352859658/transcript-closed-f6-12-dripnswagqt.html,2023-02-22 03:10:38
801,320298518130458624,251487627000283139,,2,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078087865352859658/transcript-closed-f6-12-dripnswagqt.html,2023-02-22 12:36:19
802,320298518130458624,811042655688720444,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078127490859540490/transcript-closed-f6-9-hppy2.html,2023-02-23 01:11:34
803,320298518130458624,854800314296434738,884589309037011015,8,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078127456206204928/transcript-closed-f5-17-diamondfish2o22.html,2023-02-23 00:58:33
804,990991977833197578,664236272990027792,884589309037011015,8,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1078121294601650296/transcript-t4-eman-25-xcoldmuffin.html,2023-02-23 02:08:48
805,320298518130458624,710644701639737435,356134481452597250,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078182146893693048/transcript-closed-f6-16-nuknukbird.html,2023-02-21 23:46:42
806,320298518130458624,707241947802107955,,2,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078214857503023154/transcript-closed-f5-14-michealjordan_23.html,2023-02-23 02:33:17
807,990991977833197578,680714068642103337,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1078303282759475230/transcript-t4-eman-14-dark_lazar.html,2023-02-23 14:12:01
808,382988984449630219,305298777579716610,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078325947356434442/transcript-closed-f7-24-xdosmanxd.html,2023-02-23 15:42:04
809,834371688963506217,733057898753687554,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1078335627235426396/transcript-closed-t3-eman-33-eliso0.html,2023-02-23 16:20:33
810,990991977833197578,508294702160805892,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1078335638933340191/transcript-closed-t3-eman-24-e1rror.html,2023-02-23 14:15:31
811,834371688963506217,508294702160805892,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1078335638933340191/transcript-closed-t3-eman-24-e1rror.html,2023-02-23 16:20:23
812,990991977833197578,508294702160805892,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1078335638933340191/transcript-closed-t3-eman-24-e1rror.html,2023-02-23 13:22:03
813,634476639203360779,465913291542364180,,1,MASTER_MODE,Floor 7,https://cdn.discordapp.com/attachments/796770232340578365/1078349023511052408/transcript-claimed-mm-1648.html,2023-02-23 17:13:51
814,1030870708647104582,744323836253700266,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078393812491173918/transcript-closed-f6-18-factionslyf.html,2023-02-23 15:12:34
815,1030870708647104582,744323836253700266,,3,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078407243021701140/transcript-closed-f6-18-factionslyf.html,2023-02-23 20:40:01
816,382988984449630219,709886271534923776,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078418396556841130/transcript-closed-f7-24-electron271.html,2023-02-23 21:49:26
817,732881183108759613,924046761482408087,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078424377378488391/transcript-closed-f7-23-lucas_69_.html,2023-02-23 22:12:29
818,356134481452597250,710644701639737435,,4,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078427341526679592/transcript-closed-f6-16-nuknukbird.html,2023-02-23 22:22:22
819,356134481452597250,707399963679916114,,2,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078433347241513122/transcript-closed-f6-0-crystal_uhh.html,2023-02-23 22:48:18
820,356134481452597250,251487627000283139,,2,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078434010562310174/transcript-closed-f6-12-dripnswagqt.html,2023-02-23 21:46:47
821,634476639203360779,435144594871549954,,1,MASTER_MODE,Floor 7,https://cdn.discordapp.com/attachments/796770232340578365/1078434093424984064/transcript-claimed-mm-1652.html,2023-02-23 22:51:35
822,356134481452597250,251487627000283139,356134481452597250,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078434010562310174/transcript-closed-f6-12-dripnswagqt.html,2023-02-23 22:51:15
823,356134481452597250,318804041834561538,356134481452597250,7,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078433861354143865/transcript-closed-f6-20-witheredastraea_.html,2023-02-23 22:50:51
824,834371688963506217,758422262176022560,,4,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1078439959440150668/transcript-t4-eman-21-rogue15hd.html,2023-02-23 19:59:56
825,1030870708647104582,357854942528274443,,3,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1078446243983929516/transcript-closed-f5-31-asurixe.html,2023-02-23 12:34:00
826,320298518130458624,194990884641701888,,2,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078447024137048134/transcript-f5-13-pigeonathan.html,2023-02-23 23:29:53
827,320298518130458624,289676318197415936,884589309037011015,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1078465729814343752/transcript-closed-f6-20-goo.html,2023-02-24 00:43:06
828,646469411099770890,541746982201327617,,0,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078505355341987882/transcript-closed-f4-7-lllusional.html,2023-02-24 03:34:51
829,306140874335846411,136893572686413824,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1078607043126104094/transcript-closed-f6-21-9kyll9.html,2023-02-24 10:05:31
